Packet #,Checksum Status,Output Checksum,magic1,magic2,state,typeID,PAD,PAD,pwr_ctr,flight_ctr,checksum,magic3,temp,current,voltage,charge,is_charging,PAD,PAD,Packet (hex)
123284,OK,2248383499,43690,170,6,11,0,0,36257684689,0,2248383499,3435973836,225,15056,47,0,e100d03a2f000000aaaaaa060b000000d15c20710800000000000000000000000b9c0386cccccccc,,,
123409,OK,972244113,43690,170,6,11,0,0,36258731922,0,972244113,3435973836,225,15056,47,0,e100d03a2f000000aaaaaa060b000000925730710800000000000000000000009144f339cccccccc,,,
123531,OK,2707658,43690,170,6,11,0,0,36259772169,0,2707658,3435973836,229,15056,47,0,e500d03a2f000000aaaaaa060b00000009374071080000000000000000000000ca502900cccccccc,,,
123651,OK,850377430,43690,170,6,11,0,0,36260820195,0,850377430,3435973836,246,15056,47,0,f600d03a2f000000aaaaaa060b000000e3345071080000000000000000000000d6baaf32cccccccc,,,
123772,OK,2178642593,43690,170,6,11,0,0,36261862719,0,2178642593,3435973836,227,15048,47,0,e300c83a2f000000aaaaaa060b0000003f1d6071080000000000000000000000a172db81cccccccc,,,
123895,OK,20301867,43690,170,6,11,0,0,36262907735,0,20301867,3435973836,224,15032,47,0,e000b83a2f000000aaaaaa060b000000570f70710800000000000000000000002bc83501cccccccc,,,
124016,OK,1741194298,43690,170,6,11,0,0,36263952926,0,1741194298,3435973836,227,15028,47,0,e300b43a2f000000aaaaaa060b0000001e0280710800000000000000000000003a84c867cccccccc,,,
124140,OK,3813287591,43690,170,6,11,0,0,36264995348,0,3813287591,3435973836,245,15052,47,0,f500cc3a2f000000aaaaaa060b00000014ea8f71080000000000000000000000a7264ae3cccccccc,,,
124261,OK,398241699,43690,170,6,11,0,0,36266043394,0,398241699,3435973836,235,15044,47,0,eb00c43a2f000000aaaaaa060b00000002e89f71080000000000000000000000a3afbc17cccccccc,,,
124379,OK,633028887,43690,170,6,11,0,0,36267085991,0,633028887,3435973836,224,15056,47,0,e000d03a2f000000aaaaaa060b000000a7d0af710800000000000000000000001741bb25cccccccc,,,
124502,OK,3882774908,43690,170,6,11,0,0,36268135056,0,3882774908,3435973836,224,15056,47,0,e000d03a2f000000aaaaaa060b00000090d2bf710800000000000000000000007c716ee7cccccccc,,,
124624,OK,3872890319,43690,170,6,11,0,0,36269181376,0,3872890319,3435973836,224,15052,47,0,e000cc3a2f000000aaaaaa060b000000c0c9cf71080000000000000000000000cf9dd7e6cccccccc,,,
124748,OK,686066564,43690,170,6,11,0,0,36270223511,0,686066564,3435973836,246,15056,47,0,f600d03a2f000000aaaaaa060b00000097b0df71080000000000000000000000848be428cccccccc,,,
124871,OK,2716460326,43690,170,6,11,0,0,36271270747,0,2716460326,3435973836,231,15044,47,0,e700c43a2f000000aaaaaa060b0000005babef7108000000000000000000000026e5e9a1cccccccc,,,
124993,OK,960370606,43690,170,6,11,0,0,36272313984,0,960370606,3435973836,229,15052,47,0,e500cc3a2f000000aaaaaa060b0000008096ff71080000000000000000000000ae173e39cccccccc,,,
125209,OK,4215709345,43690,170,5,11,0,0,36273356091,0,4215709345,3435973836,228,15056,47,0,e400d03a2f000000aaaaaa050b0000003b7d0f72080000000000000000000000a19e46fbcccccccc,,,
125541,OK,434704380,43690,170,5,11,0,0,36274391940,0,434704380,3435973836,226,15056,47,0,e200d03a2f000000aaaaaa050b000000844b1f72080000000000000000000000fc0fe919cccccccc,,,
125873,OK,2972059646,43690,170,5,11,0,0,36275435453,0,2972059646,3435973836,246,15056,47,0,f600d03a2f000000aaaaaa050b000000bd372f72080000000000000000000000fe0726b1cccccccc,,,
126198,OK,4235843921,43690,170,5,11,0,0,36276475637,0,4235843921,3435973836,237,15040,47,0,ed00c03a2f000000aaaaaa050b000000f5163f7208000000000000000000000051d979fccccccccc,,,
126529,OK,4191680769,43690,170,5,11,0,0,36277517287,0,4191680769,3435973836,230,15052,47,0,e600cc3a2f000000aaaaaa050b000000e7fb4e7208000000000000000000000001f9d7f9cccccccc,,,
126871,OK,865511467,43690,170,5,11,0,0,36278571878,0,865511467,3435973836,231,15048,47,0,e700c83a2f000000aaaaaa050b00000066135f720800000000000000000000002ba89633cccccccc,,,
127191,OK,1438996950,43690,170,5,11,0,0,36279608981,0,1438996950,3435973836,228,15056,47,0,e400d03a2f000000aaaaaa050b00000095e66e72080000000000000000000000d659c555cccccccc,,,
127528,OK,1246561253,43690,170,5,11,0,0,36280651546,0,1246561253,3435973836,245,15052,47,0,f500cc3a2f000000aaaaaa050b0000001acf7e72080000000000000000000000e5034d4acccccccc,,,
128199,OK,3357391355,43690,170,5,11,0,0,36282737440,0,3357391355,3435973836,232,15048,47,0,e800c83a2f000000aaaaaa050b00000020a39e72080000000000000000000000fbb91dc8cccccccc,,,
128528,OK,2729356974,43690,170,5,11,0,0,36283784157,0,2729356974,3435973836,232,15056,47,0,e800d03a2f000000aaaaaa050b000000dd9bae72080000000000000000000000aeaeaea2cccccccc,,,
128836,OK,3851259911,43690,170,9,11,0,0,36284828157,756467,3851259911,3435973836,228,15048,47,0,e400c83a2f000000aaaaaa090b000000fd89be7208000000f38a0b000000000007908de5cccccccc,,,
129160,OK,1834422848,43690,170,9,11,0,0,36285872951,1801261,1834422848,3435973836,258,15052,47,0,0201cc3a2f000000aaaaaa090b000000377bce72080000002d7c1b00000000004012576dcccccccc,,,
129490,OK,2577771826,43690,170,9,11,0,0,36286919818,2848127,2577771826,3435973836,248,15036,47,0,f800bc3a2f000000aaaaaa090b0000008a74de72080000007f752b000000000032ada599cccccccc,,,
129818,OK,781397371,43690,170,9,11,0,0,36287958053,3886362,781397371,3435973836,246,15020,47,0,f600ac3a2f000000aaaaaa090b000000254cee72080000001a4d3b00000000007b2d932ecccccccc,,,
130154,OK,2652567651,43690,170,9,11,0,0,36289001076,4929385,2652567651,3435973836,243,15040,47,0,f300c03a2f000000aaaaaa090b0000007436fe720800000069374b000000000063f81a9ecccccccc,,,
130469,OK,1425979517,43690,170,9,11,0,0,36290052734,5981045,1425979517,3435973836,261,15052,47,0,0501cc3a2f000000aaaaaa090b0000007e420e730800000075435b00000000007db8fe54cccccccc,,,
130795,OK,1166914020,43690,170,9,11,0,0,36291094720,7023029,1166914020,3435973836,244,15040,47,0,f400c03a2f000000aaaaaa090b000000c0281e7308000000b5296b0000000000e4b18d45cccccccc,,,
131133,OK,1770836680,43690,170,9,11,0,0,36292142018,8070327,1770836680,3435973836,239,15052,47,0,ef00cc3a2f000000aaaaaa090b000000c2232e7308000000b7247b0000000000c8d28c69cccccccc,,,
131797,OK,2091374304,43690,170,9,11,0,0,36294227056,10155365,2091374304,3435973836,238,15048,47,0,ee00c83a2f000000aaaaaa090b00000070f44d730800000065f59a0000000000e0d6a77ccccccccc,,,
132131,OK,2650719496,43690,170,9,11,0,0,36295261963,11190272,2650719496,3435973836,261,15052,47,0,0501cc3a2f000000aaaaaa090b0000000bbf5d730800000000c0aa000000000008c5fe9dcccccccc,,,
132465,OK,1310447630,43690,170,9,11,0,0,36296296014,12224324,1310447630,3435973836,237,15048,47,0,ed00c83a2f000000aaaaaa090b0000004e866d73080000004487ba00000000000ed81b4ecccccccc,,,
132801,OK,4069445534,43690,170,9,11,0,0,36297331225,13259534,4069445534,3435973836,234,15052,47,0,ea00cc3a2f000000aaaaaa090b00000019527d73080000000e53ca00000000009ecf8ef2cccccccc,,,
133129,OK,3136200241,43690,170,9,11,0,0,36298361065,14289374,3136200241,3435973836,233,15052,47,0,e900cc3a2f000000aaaaaa090b000000e9088d7308000000de09da0000000000319eeebacccccccc,,,
133469,OK,1554727177,43690,170,9,11,0,0,36299402593,15330902,1554727177,3435973836,234,15052,47,0,ea00cc3a2f000000aaaaaa090b00000061ed9c730800000056eee900000000000941ab5ccccccccc,,,
133794,OK,896341052,43690,170,9,11,0,0,36300446380,16374690,896341052,3435973836,254,15052,47,0,fe00cc3a2f000000aaaaaa090b000000acdaac7308000000a2dbf900000000003c146d35cccccccc,,,
134130,OK,3808477403,43690,170,9,11,0,0,36301490229,17418538,3808477403,3435973836,241,15044,47,0,f100c43a2f000000aaaaaa090b00000035c8bc73080000002ac9090100000000dbc000e3cccccccc,,,
134441,OK,4083254935,43690,170,9,11,0,0,36302528462,18456771,4083254935,3435973836,237,15052,47,0,ed00cc3a2f000000aaaaaa090b000000ce9fcc7308000000c3a0190100000000978661f3cccccccc,,,
134775,OK,1973691836,43690,170,9,11,0,0,36303569745,19498054,1973691836,3435973836,237,15048,47,0,ed00c83a2f000000aaaaaa090b0000005183dc73080000004684290100000000bc25a475cccccccc,,,
135099,OK,1152628609,43690,170,9,11,0,0,36304609990,20538299,1152628609,3435973836,238,15048,47,0,ee00c83a2f000000aaaaaa090b000000c662ec7308000000bb6339010000000081b7b344cccccccc,,,
135434,OK,3616002824,43690,170,9,11,0,0,36305655580,21583889,3616002824,3435973836,257,15048,47,0,0101c83a2f000000aaaaaa090b0000001c57fc7308000000115849010000000008d387d7cccccccc,,,
135740,OK,1007913689,43690,170,9,11,0,0,36306702999,22631308,1007913689,3435973836,240,15040,47,0,f000c03a2f000000aaaaaa090b00000097520c74080000008c53590100000000d98a133ccccccccc,,,
136076,OK,3460103706,43690,170,9,11,0,0,36307751607,23679916,3460103706,3435973836,239,15048,47,0,ef00c83a2f000000aaaaaa090b000000b7521c7408000000ac536901000000001afe3ccecccccccc,,,
136412,OK,157518380,43690,170,9,11,0,0,36308799848,24728157,157518380,3435973836,238,15048,47,0,ee00c83a2f000000aaaaaa090b00000068512c74080000005d527901000000002c8a6309cccccccc,,,
136736,OK,3019216931,43690,170,9,11,0,0,36309841377,25769686,3019216931,3435973836,239,15048,47,0,ef00c83a2f000000aaaaaa090b000000e1353c7408000000d6368901000000002398f5b3cccccccc,,,
137076,OK,2176048370,43690,170,9,11,0,0,36310887879,26816188,2176048370,3435973836,257,15048,47,0,0101c83a2f000000aaaaaa090b000000c72d4c7408000000bc2e990100000000f2dcb381cccccccc,,,
137403,OK,790657828,43690,170,9,11,0,0,36311930474,27858784,790657828,3435973836,236,15040,47,0,ec00c03a2f000000aaaaaa090b0000006a165c74080000006017a90100000000247b202fcccccccc,,,
137727,OK,2388519857,43690,170,9,11,0,0,36312974567,28902876,2388519857,3435973836,237,15020,47,0,ed00ac3a2f000000aaaaaa090b000000e7046c7408000000dc05b90100000000b1eb5d8ecccccccc,,,
138044,OK,3928288340,43690,170,9,11,0,0,36314014934,29943243,3928288340,3435973836,237,15032,47,0,ed00b83a2f000000aaaaaa090b000000d6e47b7408000000cbe5c8010000000054ec24eacccccccc,,,
138373,OK,770868919,43690,170,9,11,0,0,36315059083,30987392,770868919,3435973836,256,15048,47,0,0001c83a2f000000aaaaaa090b0000008bd38b740800000080d4d80100000000b786f22dcccccccc,,,
139040,OK,2079727061,43690,170,9,11,0,0,36317141868,33070177,2079727061,3435973836,236,15048,47,0,ec00c83a2f000000aaaaaa090b0000006c9bab7408000000619cf80100000000d51df67bcccccccc,,,
139371,OK,3072990857,43690,170,9,11,0,0,36318183458,34111767,3072990857,3435973836,236,15048,47,0,ec00c83a2f000000aaaaaa090b0000002280bb74080000001781080200000000891e2ab7cccccccc,,,
139684,OK,3607258519,43690,170,9,11,0,0,36319223857,35152166,3607258519,3435973836,236,15048,47,0,ec00c83a2f000000aaaaaa090b0000003160cb74080000002661180200000000976502d7cccccccc,,,
140021,OK,1734986552,43690,170,9,11,0,0,36320271397,36199706,1734986552,3435973836,255,15048,47,0,ff00c83a2f000000aaaaaa090b000000255cdb74080000001a5d28020000000038cb6967cccccccc,,,
140358,OK,2259374199,43690,170,9,11,0,0,36321316862,37245172,2259374199,3435973836,239,15040,47,0,ef00c03a2f000000aaaaaa090b000000fe4feb7408000000f4503802000000007750ab86cccccccc,,,
140685,OK,2501430942,43690,170,9,11,0,0,36322356225,38284534,2501430942,3435973836,235,15048,47,0,eb00c83a2f000000aaaaaa090b000000012cfb7408000000f62c4802000000009ece1895cccccccc,,,
141000,OK,1558144450,43690,170,9,11,0,0,36323397476,39325785,1558144450,3435973836,236,15048,47,0,0600f1ffcdff0000aaaaaa090300000022090d0a7508000000170d0a5702000000004bd7ae05cccccccc676666bf3333834067e645c3000034c10000f0c100002f42cdcc1e42fa4e0000aaaaaa0909000000b3120d0a7508000000a8135702000000008cb0dfa7cccccccc00a01b3f0060103e99995340b81ea040aaaaaa0908000000de240d0a7508000000d3255702000000006cfcf0e6cccccccc676666bf3333834067e645c300000cc10000f0c100003442cdcc1e42fb4e0000aaaaaa0909000000ea2e0d0a7508000000df2f570200000000bc3ede78cccccccc0d0a00eeffcaff0000aaaaaa090300000095340d0a75080000008a3557020000000079769ae4cccccccc0000e9bd000086bc00c87bbf00d00e3e0000a8bd000050bd0000a83e00e0d3c20000c84000c04e420000000000000000aaaaaa0904000000b3ed0d0a7508000000a8ee570200000000ec8ef269cccccccc0400eaffcdff0000aaaaaa0903000000fef30d0a7508000000f3f45702000000000316d91ecccccccccdccccbf9a9979409a9945c3000020c1000002c200002f4200002042064f0000aaaaaa090900000094fd0d0a750800000089fe570200000000b84f9178ccccccccec00c83a2f000000aaaaaa090b000000640f0b75080000005910580200000000c265df5ccccccccc,,,
141327,OK,1007771427,43690,170,9,11,0,0,36324445079,40373389,1007771427,3435973836,236,15048,47,0,ec00c83a2f000000aaaaaa090b000000970b1b75080000008d0c680200000000235f113ccccccccc,,,
141656,OK,470761845,43690,170,9,11,0,0,36325483464,41411773,470761845,3435973836,255,15048,47,0,ff00c83a2f000000aaaaaa090b000000c8e32a7508000000bde477020000000075410f1ccccccccc,,,
141989,OK,3988107403,43690,170,9,11,0,0,36326527066,42455375,3988107403,3435973836,239,15040,47,0,ef00c03a2f000000aaaaaa090b0000005ad03a75080000004fd18702000000008bb0b5edcccccccc,,,
142316,OK,2666507516,43690,170,9,11,0,0,36327573022,43501331,2666507516,3435973836,237,15048,47,0,ed00c83a2f000000aaaaaa090b0000001ec64a750800000013c7970200000000fcacef9ecccccccc,,,
142673,OK,495656331,43690,170,11,11,0,0,36328624863,44553173,495656331,3435973836,239,15048,47,0,ef00c83a2f000000aaaaaa0b0b000000dfd25a7508000000d5d3a702000000008b1d8b1dcccccccc,,,
143047,OK,3988625974,43690,170,11,11,0,0,36329666485,45594794,3988625974,3435973836,303,15032,47,0,2f01b83a2f000000aaaaaa0b0b000000b5b76a7508000000aab8b70200000000369abdedcccccccc,,,
143392,OK,981834377,43690,170,12,11,0,0,36330720559,46648868,981834377,3435973836,279,15036,47,0,1701bc3a2f000000aaaaaa0c0b0000002fcd7a750800000024cec70200000000899a853acccccccc,,,
143735,OK,571375559,43690,170,12,11,0,0,36331774751,47703060,571375559,3435973836,255,15040,47,0,ff00c03a2f000000aaaaaa0c0b0000001fe38a750800000014e4d70200000000c77f0e22cccccccc,,,
144083,OK,2715895008,43690,170,12,11,0,0,36332833703,48762013,2715895008,3435973836,238,15040,47,0,ee00c03a2f000000aaaaaa0c0b000000a70b9b75080000009d0ce80200000000e044e1a1cccccccc,,,
144426,OK,2605290402,43690,170,12,11,0,0,36333884449,49812758,2605290402,3435973836,232,15048,47,0,0000b0c03333ff41000031c30000e6c1008098c200000cc10000204239570000aaaaaa0c09000000c102ab7508000000b603f80200000000890d0a67b0cccccccce800c83a2f000000aaaaaa0c0b0000002114ab75080000001615f80200000000a293499bcccccccc,,,
144772,OK,2991449214,43690,170,12,11,0,0,36334934918,50863227,2991449214,3435973836,231,15048,47,0,3333c34000007a429a99ba420000d241000048c10000f0c1676620420c580000aaaaaa0c09000000470d0abb75080000003c0b0803000000001dd46d4dcccccccce700c83a2f000000aaaaaa0c0b000000861bbb75080000007b1c0803000000007ee44db2cccccccc,,,
145444,OK,2711328125,43690,170,12,11,0,0,36337044645,52972954,2711328125,3435973836,227,15020,47,0,e300ac3a2f000000aaaaaa0c0b000000a54cdb75080000009a4d2803000000007d959ba1cccccccc,,,
145787,OK,1081854452,43690,170,12,11,0,0,36338096139,54024448,1081854452,3435973836,227,15044,47,0,e300c43a2f000000aaaaaa0c0b0000000b58eb75080000000059380300000000f4c97b40cccccccc,,,
146132,OK,648049515,43690,170,12,11,0,0,36339140150,55068459,648049515,3435973836,227,15048,47,0,e300c83a2f000000aaaaaa0c0b0000003646fb75080000002b474803000000006b73a026cccccccc,,,
146476,OK,1222443848,43690,170,12,11,0,0,36340190773,56119083,1222443848,3435973836,247,15048,47,0,f700c83a2f000000aaaaaa0c0b000000354e0b76080000002b4f5803000000004803dd48cccccccc,,,
146823,OK,2291400986,43690,170,12,11,0,0,36341248476,57176785,2291400986,3435973836,230,15044,47,0,e600c43a2f000000aaaaaa0c0b000000dc711b7608000000d1726803000000001a019488cccccccc,,,
147169,OK,411231100,43690,170,12,11,0,0,36342304379,58232688,411231100,3435973836,228,15048,47,0,e400c83a2f000000aaaaaa0c0b0000007b8e2b7608000000708f7803000000007ce38218cccccccc,,,
147516,OK,261320067,43690,170,12,11,0,0,36343355487,59283796,261320067,3435973836,227,15048,47,0,e300c83a2f000000aaaaaa0c0b0000005f983b76080000005499880300000000836d930fcccccccc,,,
147865,OK,1863706321,43690,170,12,11,0,0,36344409374,60337683,1863706321,3435973836,228,15048,47,0,e400c83a2f000000aaaaaa0c0b0000001ead4b760800000013ae980300000000d1e6156fcccccccc,,,
148214,OK,3045050855,43690,170,12,11,0,0,36345454412,61382721,3045050855,3435973836,247,15048,47,0,f700c83a2f000000aaaaaa0c0b0000004c9f5b760800000041a0a80300000000e7c97fb5cccccccc,,,
148562,OK,1181856750,43690,170,12,11,0,0,36346505979,62434288,1181856750,3435973836,229,15044,47,0,e500c43a2f000000aaaaaa0c0b000000fbaa6b7608000000f0abb80300000000eeb37146cccccccc,,,
148907,OK,81076122,43690,170,12,11,0,0,36347555869,63484178,81076122,3435973836,228,15048,47,0,e400c83a2f000000aaaaaa0c0b0000001db07b760800000012b1c803000000009a1fd504cccccccc,,,
149254,OK,3486650937,43690,170,12,11,0,0,36348608660,64536969,3486650937,3435973836,227,15048,47,0,e300c83a2f000000aaaaaa0c0b00000094c08b760800000089c1d803000000003912d2cfcccccccc,,,
149607,OK,3195762922,43690,170,12,11,0,0,36349656962,65585271,3195762922,3435973836,228,15048,47,0,e400c83a2f000000aaaaaa0c0b00000082bf9b760800000077c0e80300000000ea787bbecccccccc,,,
149953,OK,535014067,43690,170,12,11,0,0,36350706455,66634764,535014067,3435973836,248,15048,47,0,f800c83a2f000000aaaaaa0c0b00000017c3ab76080000000cc4f80300000000b3aae31fcccccccc,,,
150309,OK,3008789645,43690,170,12,11,0,0,36351766479,67694789,3008789645,3435973836,230,15044,47,0,e600c43a2f000000aaaaaa0c0b000000cfefbb7608000000c5f00804000000008d7c56b3cccccccc,,,
150635,OK,1949296073,43690,170,12,11,0,0,36352814446,68742755,1949296073,3435973836,231,15048,47,0,e700c83a2f000000aaaaaa0c0b0000006eedcb760800000063ee180400000000c9e52f74cccccccc,,,
150981,OK,148437909,43690,170,12,11,0,0,36353871569,69799878,148437909,3435973836,228,15048,47,0,e400c83a2f000000aaaaaa0c0b000000d10edc7608000000c60f29040000000095fbd808cccccccc,,,
151325,OK,3155649380,43690,170,12,11,0,0,36354927806,70856117,3155649380,3435973836,229,15048,47,0,e500c83a2f000000aaaaaa0c0b000000be2cec7608000000b52d390400000000646317bccccccccc,,,
151671,OK,1952504585,43690,170,12,11,0,0,36355976438,71904747,1952504585,3435973836,224,15040,47,0,e000c03a2f000000aaaaaa0c0b000000f62cfc7608000000eb2d49040000000009db6074cccccccc,,,
151988,OK,210188292,43690,170,12,11,0,0,36357023189,72951498,210188292,3435973836,228,15016,47,0,e400a83a2f000000aaaaaa0c0b000000d5250c7708000000ca265904000000000438870ccccccccc,,,
152339,OK,3156198511,43690,170,12,11,0,0,36358076375,74004684,3156198511,3435973836,228,15024,47,0,e400b03a2f000000aaaaaa0c0b000000d7371c7708000000cc386904000000006fc41fbccccccccc,,,
152670,OK,1747864812,43690,170,12,11,0,0,36359125897,75054206,1747864812,3435973836,228,15048,47,0,e400c83a2f000000aaaaaa0c0b000000893b2c77080000007e3c790400000000ec4c2e68cccccccc,,,
153017,OK,356820647,43690,170,12,11,0,0,36360175879,76104188,356820647,3435973836,248,15048,47,0,f800c83a2f000000aaaaaa0c0b00000007413c7708000000fc41890400000000a7a64415cccccccc,,,
153360,OK,1042820742,43690,170,12,11,0,0,36361224912,77153221,1042820742,3435973836,229,15044,47,0,e500c43a2f000000aaaaaa0c0b000000d0424c7708000000c543990400000000862e283ecccccccc,,,
153704,OK,731044343,43690,170,12,11,0,0,36362281488,78209797,731044343,3435973836,228,15048,47,0,e400c83a2f000000aaaaaa0c0b00000010625c77080000000563a90400000000f7d9922bcccccccc,,,
154049,OK,3938173040,43690,170,12,11,0,0,36363340318,79268627,3938173040,3435973836,228,15048,47,0,e400c83a2f000000aaaaaa0c0b0000001e8a6c7708000000138bb9040000000070c0bbeacccccccc,,,
154397,OK,2900871912,43690,170,12,11,0,0,36364388924,80317233,2900871912,3435973836,228,15048,47,0,e400c83a2f000000aaaaaa0c0b0000003c8a7c7708000000318bc90400000000e8cae7accccccccc,,,
154742,OK,2428199665,43690,170,12,11,0,0,36365445467,81373776,2428199665,3435973836,249,15048,47,0,f900c83a2f000000aaaaaa0c0b0000005ba98c770800000050aad90400000000f162bb90cccccccc,,,
155085,OK,58625626,43690,170,12,11,0,0,36366501153,82429462,58625626,3435973836,231,15044,47,0,e700c43a2f000000aaaaaa0c0b00000021c59c770800000016c6e904000000005a8e7e03cccccccc,,,
155433,OK,2839659602,43690,170,12,11,0,0,36367548601,83476910,2839659602,3435973836,229,15044,47,0,e500c43a2f000000aaaaaa0c0b000000b9c0ac7708000000aec1f9040000000052c441a9cccccccc,,,
155787,OK,127446704,43690,170,12,11,0,0,36368606332,84534642,127446704,3435973836,227,15048,47,0,e300c83a2f000000aaaaaa0c0b0000007ce4bc770800000072e5090500000000b0ae9807cccccccc,,,
156112,OK,783629704,43690,170,12,11,0,0,36369658145,85586454,783629704,3435973836,229,15044,47,0,e500c43a2f000000aaaaaa0c0b00000021f1cc770800000016f2190500000000883db52ecccccccc,,,
